,url,title,other titles,other urls,scores
11503984,https://en.wikipedia.org/wiki/Ailurophobia,Ailurophobia,"['Cynophobia', 'Cat', 'Human interaction with cats', 'Cultural depictions of cats', 'Cat senses']","['https://en.wikipedia.org/wiki/Cynophobia', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.3, 0.23, 0.17, 0.15, 0.14]"
12790679,https://en.wikipedia.org/wiki/Toe_tuft,Toe tuft,"['Cat', 'Human interaction with cats', 'Cat anatomy', 'Cultural depictions of cats', 'Cat senses']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat_anatomy', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.1, 0.09, 0.09, 0.07, 0.07]"
20901355,https://en.wikipedia.org/wiki/Deaf_white_cat,Deaf white cat,"['Cat senses', 'Cat coat genetics', 'Point coloration', 'Cat', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cat_coat_genetics', 'https://en.wikipedia.org/wiki/Point_coloration', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.27, 0.26, 0.19, 0.15, 0.13]"
22078621,https://en.wikipedia.org/wiki/Cat_training,Cat training,"['Human interaction with cats', 'Cat', 'Cultural depictions of cats', 'Cat anatomy', 'Cat senses']","['https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_anatomy', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.27, 0.24, 0.18, 0.16, 0.14]"
536789,https://en.wikipedia.org/wiki/Cabbit,Cabbit,"['Cat', 'Cat anatomy', 'Ailurophobia', 'Cultural depictions of cats', 'Canid hybrid']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cat_anatomy', 'https://en.wikipedia.org/wiki/Ailurophobia', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Canid_hybrid']","[0.14, 0.12, 0.11, 0.11, 0.1]"
24727796,https://en.wikipedia.org/wiki/Cat_lady,Cat lady,"['Human interaction with cats', 'Cat', 'Cultural depictions of cats', 'Cat meat', 'Cat café']","['https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_meat', 'https://en.wikipedia.org/wiki/Cat_café']","[0.22, 0.17, 0.16, 0.13, 0.12]"
3474408,https://en.wikipedia.org/wiki/Cultural_depictions_of_cats,Cultural depictions of cats,"['Cat', 'Human interaction with cats', 'Cats in ancient Egypt', 'Cat meat', 'Cat anatomy']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cats_in_ancient_Egypt', 'https://en.wikipedia.org/wiki/Cat_meat', 'https://en.wikipedia.org/wiki/Cat_anatomy']","[0.39, 0.28, 0.25, 0.25, 0.24]"
66365,https://en.wikipedia.org/wiki/Kitten,Kitten,"['Whale', 'Cat', 'Human interaction with cats', 'Cat senses', 'Puppy']","['https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Puppy']","[0.33, 0.21, 0.13, 0.12, 0.12]"
14981609,https://en.wikipedia.org/wiki/Felinology,Felinology,"['Cat', 'Feline diseases', 'Cultural depictions of cats', 'Feral cat', 'Human interaction with cats']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Feline_diseases', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats']","[0.18, 0.16, 0.14, 0.14, 0.12]"
7321359,https://en.wikipedia.org/wiki/Fel_d_1,Fel d 1,"['Human interaction with cats', 'Cat', 'Cat senses', 'Dog', 'Canine reproduction']","['https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Canine_reproduction']","[0.13, 0.11, 0.08, 0.07, 0.06]"
8727319,https://en.wikipedia.org/wiki/Cat-burning,Cat-burning,"['Cat', 'Cultural depictions of cats', 'Cat meat', 'Human interaction with cats', 'Cat anatomy']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_meat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat_anatomy']","[0.19, 0.16, 0.13, 0.11, 0.1]"
36205810,https://en.wikipedia.org/wiki/Human_interaction_with_cats,Human interaction with cats,"['Cat', 'Dog', 'Feral cat', 'Cat senses', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.55, 0.32, 0.3, 0.28, 0.28]"
22072677,https://en.wikipedia.org/wiki/Operation_Cat_Drop,Operation Cat Drop,"['Cat', 'Human interaction with cats', 'Cultural depictions of cats', 'Feral cat', 'Cat senses']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.19, 0.16, 0.14, 0.13, 0.12]"
895672,https://en.wikipedia.org/wiki/Feral_cat,Feral cat,"['Cat', 'Cat predation on wildlife', 'Human interaction with cats', 'Dog', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cat_predation_on_wildlife', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.57, 0.46, 0.3, 0.24, 0.22]"
113180,https://en.wikipedia.org/wiki/Pussy,Pussy,"['Cat', 'Dog', 'Canine reproduction', 'Cynology', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Canine_reproduction', 'https://en.wikipedia.org/wiki/Cynology', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.19, 0.14, 0.13, 0.11, 0.11]"
1519473,https://en.wikipedia.org/wiki/Cat_anatomy,Cat anatomy,"['Cat', 'Human interaction with cats', 'Cultural depictions of cats', 'Cat senses', 'Cat meat']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cat_meat']","[0.36, 0.24, 0.24, 0.21, 0.2]"
23875703,https://en.wikipedia.org/wiki/Cat_café,Cat café,"['Crumbs and Whiskers', 'Koneko (cat cafe)', 'Purringtons Cat Lounge', 'Cat', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Crumbs_and_Whiskers', 'https://en.wikipedia.org/wiki/Koneko_(cat_cafe)', 'https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.64, 0.58, 0.35, 0.19, 0.18]"
583254,https://en.wikipedia.org/wiki/Cat_coat_genetics,Cat coat genetics,"['Point coloration', 'Deaf white cat', 'Cat', 'Cat senses', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Point_coloration', 'https://en.wikipedia.org/wiki/Deaf_white_cat', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.39, 0.26, 0.18, 0.17, 0.17]"
44961465,https://en.wikipedia.org/wiki/Pinch-induced_behavioral_inhibition,Pinch-induced behavioral inhibition,"['Cat', 'Human interaction with cats', 'Feral cat', 'Dog', 'Cat senses']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.24, 0.17, 0.17, 0.14, 0.14]"
45049201,https://en.wikipedia.org/wiki/Pink_cat,Pink cat,"['Cat', 'Cat coat genetics', 'Human interaction with cats', 'Cat meat', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cat_coat_genetics', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat_meat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.1, 0.1, 0.09, 0.09, 0.09]"
5625640,https://en.wikipedia.org/wiki/Cat_meat,Cat meat,"['Dog meat', 'Lychee and Dog Meat Festival', 'Cat', 'Human interaction with cats', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Dog_meat', 'https://en.wikipedia.org/wiki/Lychee_and_Dog_Meat_Festival', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.53, 0.33, 0.29, 0.26, 0.25]"
46263132,https://en.wikipedia.org/wiki/Crumbs_and_Whiskers,Crumbs and Whiskers,"['Cat café', 'Koneko (cat cafe)', 'Purringtons Cat Lounge', 'Cat senses', 'Cat']","['https://en.wikipedia.org/wiki/Cat_café', 'https://en.wikipedia.org/wiki/Koneko_(cat_cafe)', 'https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cat']","[0.64, 0.38, 0.21, 0.15, 0.12]"
47132135,https://en.wikipedia.org/wiki/Hermitage_cats,Hermitage cats,"['Húsavík Whale Museum', 'Cultural depictions of cats', 'Cat', 'KattenKabinet', 'Human interaction with cats']","['https://en.wikipedia.org/wiki/Húsavík_Whale_Museum', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/KattenKabinet', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats']","[0.22, 0.2, 0.15, 0.13, 0.12]"
4678428,https://en.wikipedia.org/wiki/Therapy_cat,Therapy cat,"['Cynophobia', 'Canine physical therapy', 'Human–canine bond', 'Cat', 'Service dog']","['https://en.wikipedia.org/wiki/Cynophobia', 'https://en.wikipedia.org/wiki/Canine_physical_therapy', 'https://en.wikipedia.org/wiki/Human–canine_bond', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Service_dog']","[0.32, 0.3, 0.2, 0.16, 0.14]"
49538597,https://en.wikipedia.org/wiki/Cat_predation_on_wildlife,Cat predation on wildlife,"['Feral cat', 'Cat', 'Human interaction with cats', 'Cultural depictions of cats', 'Dog']","['https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Dog']","[0.46, 0.43, 0.22, 0.22, 0.17]"
49876887,https://en.wikipedia.org/wiki/Koneko_(cat_cafe),Koneko (cat cafe),"['Cat café', 'Crumbs and Whiskers', 'Purringtons Cat Lounge', 'Cat', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat_café', 'https://en.wikipedia.org/wiki/Crumbs_and_Whiskers', 'https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.58, 0.38, 0.21, 0.1, 0.1]"
51074710,https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge,Purringtons Cat Lounge,"['Cat café', 'Koneko (cat cafe)', 'Crumbs and Whiskers', 'Ethelbert (whale)', 'Exploding whale']","['https://en.wikipedia.org/wiki/Cat_café', 'https://en.wikipedia.org/wiki/Koneko_(cat_cafe)', 'https://en.wikipedia.org/wiki/Crumbs_and_Whiskers', 'https://en.wikipedia.org/wiki/Ethelbert_(whale)', 'https://en.wikipedia.org/wiki/Exploding_whale']","[0.35, 0.21, 0.21, 0.19, 0.09]"
20355828,https://en.wikipedia.org/wiki/Cat_gap,Cat gap,"['Cat', 'Human interaction with cats', 'Origin of the domestic dog', 'Dog', 'Cat senses']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Origin_of_the_domestic_dog', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.25, 0.16, 0.15, 0.14, 0.13]"
51511707,https://en.wikipedia.org/wiki/Exotic_felines_as_pets,Exotic felines as pets,"['Cat', 'Human interaction with cats', 'Cultural depictions of cats', 'Feral cat', 'Cat anatomy']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Cat_anatomy']","[0.19, 0.15, 0.15, 0.12, 0.11]"
1846593,https://en.wikipedia.org/wiki/Cats_in_ancient_Egypt,Cats in ancient Egypt,"['Cultural depictions of cats', 'Cat', 'Dogs in religion', 'Human interaction with cats', 'Cat meat']","['https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Dogs_in_religion', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat_meat']","[0.25, 0.25, 0.18, 0.16, 0.14]"
8526165,https://en.wikipedia.org/wiki/Cat_senses,Cat senses,"['Cat', 'Human interaction with cats', 'Deaf white cat', 'Cultural depictions of cats', 'Feral cat']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Deaf_white_cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Feral_cat']","[0.42, 0.28, 0.27, 0.22, 0.22]"
1136673,https://en.wikipedia.org/wiki/Point_coloration,Point coloration,"['Cat coat genetics', 'Deaf white cat', 'Roan (color)', 'Cat senses', 'Cat']","['https://en.wikipedia.org/wiki/Cat_coat_genetics', 'https://en.wikipedia.org/wiki/Deaf_white_cat', 'https://en.wikipedia.org/wiki/Roan_(color)', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Cat']","[0.39, 0.19, 0.16, 0.13, 0.12]"
52390011,https://en.wikipedia.org/wiki/Feline_zoonosis,Feline zoonosis,"['Cat bite', 'Cat', 'Dog bite prevention', 'Human interaction with cats', 'Dog bite']","['https://en.wikipedia.org/wiki/Cat_bite', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Dog_bite_prevention', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Dog_bite']","[0.47, 0.29, 0.25, 0.24, 0.21]"
6678,https://en.wikipedia.org/wiki/Cat,Cat,"['Feral cat', 'Human interaction with cats', 'Dog', 'Cat predation on wildlife', 'Cat senses']","['https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Cat_predation_on_wildlife', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.57, 0.55, 0.45, 0.43, 0.42]"
54329819,https://en.wikipedia.org/wiki/Cat_bite,Cat bite,"['Feline zoonosis', 'Dog bite', 'Dog bite prevention', 'Cat', 'Rabies in Haiti']","['https://en.wikipedia.org/wiki/Feline_zoonosis', 'https://en.wikipedia.org/wiki/Dog_bite', 'https://en.wikipedia.org/wiki/Dog_bite_prevention', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Rabies_in_Haiti']","[0.47, 0.46, 0.41, 0.32, 0.27]"
21682560,https://en.wikipedia.org/wiki/Ancylostoma_tubaeforme,Ancylostoma tubaeforme,"['Cat bite', 'Feline zoonosis', 'Cat', 'Feline diseases', 'Cat predation on wildlife']","['https://en.wikipedia.org/wiki/Cat_bite', 'https://en.wikipedia.org/wiki/Feline_zoonosis', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Feline_diseases', 'https://en.wikipedia.org/wiki/Cat_predation_on_wildlife']","[0.14, 0.08, 0.06, 0.06, 0.05]"
54356603,https://en.wikipedia.org/wiki/Feline_diseases,Feline diseases,"['Feline zoonosis', 'Felinology', 'Cat', 'Feral cat', 'Cat bite']","['https://en.wikipedia.org/wiki/Feline_zoonosis', 'https://en.wikipedia.org/wiki/Felinology', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Feral_cat', 'https://en.wikipedia.org/wiki/Cat_bite']","[0.2, 0.16, 0.13, 0.12, 0.12]"
53286797,https://en.wikipedia.org/wiki/International_Cat_Day,International Cat Day,"['Cat', 'Cultural depictions of cats', 'Human interaction with cats', 'Dog daycare', 'Cat anatomy']","['https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Dog_daycare', 'https://en.wikipedia.org/wiki/Cat_anatomy']","[0.19, 0.17, 0.16, 0.14, 0.14]"
4699587,https://en.wikipedia.org/wiki/Fish,Fish,"['Outline of fish', 'Bubble net feeding', 'Cat', 'Whale feces', 'Dog']","['https://en.wikipedia.org/wiki/Outline_of_fish', 'https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Dog']","[0.83, 0.23, 0.12, 0.11, 0.11]"
35843159,https://en.wikipedia.org/wiki/Outline_of_fish,Outline of fish,"['Fish', 'Bubble net feeding', 'Whale feces', 'Whale fall', 'Cat']","['https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Whale_fall', 'https://en.wikipedia.org/wiki/Cat']","[0.83, 0.21, 0.08, 0.05, 0.05]"
33777,https://en.wikipedia.org/wiki/Whale,Whale,"['Whale watching', 'Cetacean surfacing behaviour', 'Whale watching in Australia', 'Whales in Ghanaian waters', 'Cetacean stranding']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Cetacean_stranding']","[0.52, 0.43, 0.42, 0.41, 0.4]"
851060,https://en.wikipedia.org/wiki/Cetacean_stranding,Cetacean stranding,"['Whale watching', 'Whale', 'Whales in Ghanaian waters', 'Whale watching in Australia', 'Exploding whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Exploding_whale']","[0.43, 0.4, 0.4, 0.38, 0.37]"
737610,https://en.wikipedia.org/wiki/Exploding_whale,Exploding whale,"['Whale watching', 'Whale watching in Australia', 'Whale watching in New Zealand', '52-hertz whale', 'Ethelbert (whale)']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/52-hertz_whale', 'https://en.wikipedia.org/wiki/Ethelbert_(whale)']","[0.49, 0.44, 0.42, 0.41, 0.4]"
1419205,https://en.wikipedia.org/wiki/Whale_fall,Whale fall,"['Whale watching', 'Whale', 'Exploding whale', 'Whale feces', 'Whale watching in New Zealand']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Exploding_whale', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand']","[0.42, 0.38, 0.35, 0.35, 0.35]"
755842,https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour,Cetacean surfacing behaviour,"['Whale watching', 'Whale watching in Australia', 'Whale watching in Sydney', 'Whale watching in New Zealand', 'Whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale']","[0.56, 0.46, 0.45, 0.45, 0.43]"
23638008,https://en.wikipedia.org/wiki/Húsavík_Whale_Museum,Húsavík Whale Museum,"['Whale watching', 'Whale watching in New Zealand', 'Whale watching in Australia', 'Exploding whale', '52-hertz whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Exploding_whale', 'https://en.wikipedia.org/wiki/52-hertz_whale']","[0.45, 0.36, 0.36, 0.32, 0.3]"
37042447,https://en.wikipedia.org/wiki/52-hertz_whale,52-hertz whale,"['Whale watching', 'Exploding whale', 'Whale watching in Australia', 'Whale watching in New Zealand', 'Whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Exploding_whale', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale']","[0.46, 0.41, 0.4, 0.39, 0.33]"
19600264,https://en.wikipedia.org/wiki/Whale_watching_in_Sydney,Whale watching in Sydney,"['Whale watching', 'Whale watching in Australia', 'Cetacean surfacing behaviour', 'Whales in Ghanaian waters', 'Whale watching in New Zealand']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand']","[0.54, 0.53, 0.45, 0.38, 0.38]"
300591,https://en.wikipedia.org/wiki/Whale_watching,Whale watching,"['Whale watching in Australia', 'Whale watching in New Zealand', 'Cetacean surfacing behaviour', 'Whale watching in Sydney', 'Whale']","['https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Whale']","[0.78, 0.73, 0.56, 0.54, 0.52]"
42497710,https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters,Whales in Ghanaian waters,"['Whale watching', 'Whale', 'Whale watching in Australia', 'Cetacean stranding', 'Whale watching in Sydney']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Cetacean_stranding', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney']","[0.47, 0.41, 0.4, 0.4, 0.38]"
42614451,https://en.wikipedia.org/wiki/Whale_watching_in_Australia,Whale watching in Australia,"['Whale watching', 'Whale watching in New Zealand', 'Whale watching in Sydney', 'Cetacean surfacing behaviour', 'Exploding whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Exploding_whale']","[0.78, 0.59, 0.53, 0.46, 0.44]"
44137874,https://en.wikipedia.org/wiki/Big_Miracle_(book),Big Miracle (book),"['Whale', 'Whales in Ghanaian waters', 'Cetacean stranding', 'Bubble net feeding', 'Cetacean surfacing behaviour']","['https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Cetacean_stranding', 'https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour']","[0.14, 0.14, 0.13, 0.13, 0.1]"
43590845,https://en.wikipedia.org/wiki/Whale_feces,Whale feces,"['Whale watching', 'Whale', 'Whale fall', 'Cetacean surfacing behaviour', 'Whale watching in Australia']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Whale_fall', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia']","[0.39, 0.37, 0.35, 0.34, 0.32]"
42614454,https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand,Whale watching in New Zealand,"['Whale watching', 'Whale watching in Australia', 'Cetacean surfacing behaviour', 'Exploding whale', 'Whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Exploding_whale', 'https://en.wikipedia.org/wiki/Whale']","[0.73, 0.59, 0.45, 0.42, 0.39]"
49735416,https://en.wikipedia.org/wiki/Tail_sailing,Tail sailing,"['Whale watching', 'Whale watching in Australia', 'Cetacean surfacing behaviour', 'Whale watching in Sydney', 'Exploding whale']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Exploding_whale']","[0.4, 0.38, 0.35, 0.35, 0.33]"
