,title,dist1_titles
300591,Whale watching,"['Hawaiian Islands Humpback Whale National Marine Sanctuary', 'New South Wales', 'whale', 'South Australia', 'Byron Bay, New South Wales', 'Tadoussac, Quebec', 'Salvador, Bahia', 'Victoria (Australia)', 'whale shark', 'minke whale', 'Fin Whale', 'International Fund for Animal Welfare', 'Faial Island', 'Whale Conservation Institute', 'California', 'Nordland', 'marine conservation', 'International Whaling Commission', 'ecotourism', 'Dalvík', 'North Pacific right whale', 'Sendai', 'Pico Island', 'whale hunting', 'Ireland', 'Whale surfacing behaviour', 'Edo period', 'Great Britain', 'Alaska', 'Whale and Dolphin Conservation Society', 'Point Vicente Light', 'Western Australia', 'Madeira', 'Colombia', 'Davao Gulf', 'brown pelican', 'Scandinavia', 'Ocean Alliance', 'Cape Cod', 'Punta del Este', 'Massachusetts', 'Mexico', 'Muroran', 'Ecuador', 'birdwatching', 'Andøya', 'Sao Paulo', 'town crier', 'Bay of Fundy', 'Marino Ballena National Park', 'bottlenose dolphin', 'Whale watching in Sydney', 'Washington (state)', 'Australia', 'Puerto Madryn', 'Cabrillo National Monument', 'Victor Harbor, South Australia', 'Stellwagen Bank National Marine Sanctuary', 'La Paloma, Rocha', 'Atlantic spotted dolphin', 'Spain', 'Long Island', 'Baja California Sur', 'Plettenberg Bay', 'Minke Whale', 'Ólafsvík', 'Brazil', 'Bonin Islands', 'sperm whale', 'San Blas, Baja California Sur', 'Mexican state', 'Bahía Solano', 'blue whales', 'Fin whales', 'Pedasí township, Los Santos', 'orcas', 'Guerrero Negro', 'Malampaya Sound', 'Philippines', 'Cape Naturaliste', 'Keiko (orca)', 'Woods Hole Oceanographic Institute', 'Pamilacan', 'La Pedrera, Rocha', 'spy hopping', 'Argentina', 'pilot whale', 'Visayas', 'Japan', 'Hokkaido', 'Orca', 'Wikipedia:External links', 'Mark Carwardine', 'United Kingdom', 'natural resource', 'manatee', 'New Zealand', 'Nova Scotia', 'Cape Leeuwin', 'Palawan', ""Risso's dolphin"", 'harbour porpoise', 'Sri Lanka', 'Mediterranean Sea', 'Canada', 'San Francisco', 'whaling industry', 'Blue Whale', 'High North Alliance', 'Cornell University', 'Verrazzano-Narrows Bridge', 'North Atlantic right whale', 'Farallon Islands', 'Sunshine Coast, Queensland', 'Roger Payne', 'Avila Beach, California', 'Pearl Islands', 'dolphin', 'Tysfjord', 'Muroto', 'San Diego', 'Algoa Bay', 'The Maldives', 'humpback whale', 'Andenes', 'Yalata, South Australia', 'Iceland', 'St. Lawrence River', 'Baia de Castelhanos', 'Portugal', 'harbor porpoise', 'Península Valdés', 'killer whales', 'Azores', 'Atlantic white-sided dolphin', 'Boston', 'Uruguay', 'Nuquí', 'Mainichi Shimbun', 'Tarifa', 'pinniped', 'Indian Ocean', 'Húsavík', 'Bay of Biscay', 'Iwanami Shoten, Publishers', 'Pasaleng Bay', 'Andfjorden', 'Oregon Coast', 'Honshu', 'Gulf of Chiriqui', 'Shannon Estuary', 'Monterey Bay', 'Babuyan Islands', 'Rocha Department', 'Hermanus', ""Dall's Porpoise"", 'sperm whales', 'Indonesia', 'Algarve', 'Salinas, Ecuador', 'marine protected areas', 'Okinawa', 'striped dolphin', 'Irrawaddy dolphin', 'Newfoundland and Labrador', 'conservation biology', 'Kaikoura', ""Fraser's dolphin"", 'Hervey Bay', 'Sydney Harbour', 'Guangxi', 'Lofoten', 'whale meat', 'Maldonado Department', 'Weligama', 'southern right whales', 'Gulf of Maine', 'Imbituba', 'New Brunswick', 'New York City', 'humpback whales', 'Humpback whale', 'Abashiri', 'sand lance', 'Saguenay River', 'cetacean', 'whaling', 'Batanes', 'Beluga Whale', 'Patagonia', 'blue whale', 'Riverhead Foundation', 'gray whale', 'fjord', 'Chesapeake Bay', 'Portland, Victoria', 'beaked whale', 'rough-toothed dolphin', 'lagoon', 'Southern Ocean', 'Port Stephens (New South Wales)', 'Gray Whale', 'Tysfjorden', 'Vestfjorden (Norway)', 'Krøttøya', 'Port Fairy, Victoria', 'spyhop', 'Sarasota, Florida', 'Terceira', 'Lofoten islands', 'fin whale', 'Eggakanten', 'Tromsø', 'Virginia Aquarium', 'minke whales', 'Ministry of Agriculture, Forestry and Fisheries (Japan)', 'Great Australian Bight', 'Encounter Bay', 'Santa Elena Peninsula', 'Derwent River (Tasmania)', 'Eyjafjordur', 'Port Elizabeth', 'New York Harbor', 'Bahia State', 'Coiba Island', 'New England', 'Tasmania', 'Rockaway Peninsula', 'Punta Colorada', 'Sydney', 'Gulf of Saint Lawrence', 'Delmarva Peninsula', 'Humpback Whale', 'Caribbean', 'São Miguel Island', 'Mirissa', 'University of Tokyo', 'Narooma', 'Punta Negra, Uruguay', 'Panama', 'France', 'Vesterålen', 'Norway', 'Queensland', 'Eden, New South Wales', 'Panama City', 'Nantucket', 'United States', 'Marine Mammals Protection Act', ""Bryde's whale"", 'Western New Guinea', 'Erich Hoyt', 'Portimão', 'Hawaii', 'Puerto Pirámides', 'Strait of Gibraltar', 'northern Norway', 'pygmy blue whale', 'Chiba Prefecture', 'Troms', 'C. W. Nicol', 'Aera (magazine)', 'herring', 'BlueVoice.org', 'Ofotfjorden', 'Warrnambool, Victoria', ""Baird's Beaked Whale"", 'Sea of Japan', 'Santa Catarina State', 'Lagos', 'Abrolhos Marine National Park', 'common dolphin', 'False Bay', 'South Africa', 'Wikipedia:Spam', 'Nemuro Strait', 'Canary Islands', 'orca', 'false killer whale']"
42497710,Whales in Ghanaian waters,"['air guns', 'sperm whale', 'baleen whale', 'Aflao', 'Africa', 'Dixcove', 'academia', 'continental shelf', 'whales', 'Lomé', 'Physeteridae', 'minke whale', 'Short-finned pilot whale', 'Axim', 'Angola', 'International Fund for Animal Welfare', ""bryde's whale"", 'marine mammals', 'libation', 'Nigeria', 'neonates', 'common bottlenose dolphin', 'University of Ghana', ""Cuvier's beaked whale"", 'Great Britain', 'Wildlife Conservation Society', 'Whales', 'Kogiidae', 'Dolphin', 'seismic', 'cetacean', 'Côte d’Ivoire', 'noise', 'blue whale', 'Hawaii', 'coastline', 'toothed whale', 'Gulf of Guinea', 'Togo', 'Bight of Benin', 'humpback dolphin', 'Benin', 'Gabon', 'marine life', 'Accra', 'Apam', 'humpback whale', 'Ivory Coast', 'Melon-headed whale', 'lecturer', 'Natural Resources Defense Council', 'coast', 'South Africa', 'Killer whale', 'Ziphiidae', 'deaf', 'Environmental Protection Agency', 'Nayon Bilijo', 'mammals', 'Canary Islands', 'Ghana', 'false killer whale']"
42614451,Whale watching in Australia,"['Indian Ocean', 'Encounter Bay', 'Southern Right Whale', 'Great Australian Bight', 'New South Wales', 'albino', 'Australian Whale Sanctuary', 'South Australia', 'Australian economy', 'Broome, Western Australia', 'Derwent River (Tasmania)', 'Byron Bay, New South Wales', 'Victoria (Australia)', 'Tasmania', 'Cape Naturaliste', ""Surfer's Paradise"", 'Sydney', 'Fremantle, Western Australia', 'Whale watching in New Zealand', 'Department of the Environment', 'Narooma', 'Hervey Bay', 'Cape Leeuwin', 'Sydney Harbour', 'Tourism in Australia', 'Queensland', 'Eden, New South Wales', 'Western Australia', 'Minke whale', 'Humpback whale', 'East Coast of Australia', 'Great Australian Bight Marine Park Whale Sanctuary', 'Blue whale', 'Portland, Victoria', 'Botany Bay', 'Southern Ocean', 'Sunshine Coast, Queensland', 'Port Stephens (New South Wales)', 'Perth', 'dolphin', 'Albany, Western Australia', 'Warrnambool, Victoria', 'Port Fairy, Victoria', 'Yalata, South Australia', 'Southern right whale', 'Whaling in Australia', 'Victor Harbor, South Australia']"
44137874,Big Miracle (book),"['Arctic', 'United States', 'Operation Breakthrough', 'English language', 'Inupiat', 'Soviet', 'ice-breaker', 'Time (magazine)', 'Kristen Bell', 'Ted Danson', 'Big Miracle', 'Ken Kwapis', 'Nonfiction', 'Publishers Weekly', 'Drew Barrymore']"
43590845,Whale feces,"['Polychlorinated biphenyl', 'sperm whale', 'detritus', 'Glucocorticoid', 'whale', 'flocculent', 'hormone', 'Fin whale', 'labrador retriever', 'gastritis', 'Chinook salmon', 'coho salmon', 'Common dolphin', 'nitrogen', 'Pinniped', 'Conservation Canines', 'Right whale', 'marine snow', 'marine mammals', 'Ambergris', 'Toothed whale', 'Spinner dolphin', 'food chain', 'biological pump', 'congener (chemistry)', 'cetaceans', 'black durgon', 'Pilot whale', 'Gulf of Maine', 'fecal analysis', 'excrement', 'Minke whale', 'Salish Sea', 'Humpback whale', 'thyroid hormone', 'DNA', 'DDT', 'krill', 'ocean', 'Helicobacter cetorum', 'squid', 'Helicobacter', 'Baleen whale', 'Harbour porpoise', 'ecology', 'Nitrogen fixation', 'Fernando de Noronha Archipelago', 'iron', 'Atlantic Ocean', 'euphotic zone', 'Atlantic white-sided dolphin', 'Sei whale', 'phytoplankton', 'PBDE', 'iron chelate']"
42614454,Whale watching in New Zealand,"[""Arnoux's beaked whale"", 'Television New Zealand', 'sperm whale', 'baleen whale', 'Kaikoura Aerodrome', 'Viaduct Basin', 'Waikawa, Marlborough', 'Spirits Bay', 'Karitane', 'Fin whale', 'The Catlins', 'Firth of Thames', 'New Plymouth', 'Cetacea', 'Common dolphin', 'Paterson Inlet', 'French Pass', 'Port Craig, New Zealand', 'Auckland', 'right whale', 'Te Ara: The Encyclopedia of New Zealand', 'Whale Rider', 'Chatham Islands', ""Gray's beaked whale"", 'Kaikoura', 'Bay of Plenty', 'Hokitika', 'Kermadec Islands', 'Doubtful Sound', 'Pygmy blue whale', 'Coromandel Peninsula', 'Otago Peninsula', 'Rangaunu Harbour', 'Picton, New Zealand', 'Tory Channel', 'Minke whale', 'Golden Bay', 'Hauraki Gulf', 'Tutukaka', 'Dunedin', ""Bryde's whale"", 'Department of Conservation (New Zealand)', 'New Zealand dollar', 'South Taranaki Bight', 'Cook Strait', 'The New Zealand Herald', 'Fiordland', 'Moeraki', 'Blue whale', 'Moutohora Island', 'Cape Egmont', 'Abel Tasman National Park', ""Hawke's Bay"", 'Taieri Mouth', 'Whale watching in Australia', 'whale watching', 'marine mammal', 'Soviet Union', 'Bottlenose dolphin', 'Australia', 'Bay of Islands', 'Mount Maunganui', 'Wellington', 'Te Waewae Bay', 'Southern right whale', 'Marlborough Sounds', 'Whangarei Harbour', 'Killer whale', 'Banks Peninsula', 'Hauraki Gulf Marine Park', 'Sei whale', 'Nugget Point', 'Kapiti Island', 'Tamaki Bight', 'orca', 'Castlepoint']"
47186850,Category:Whales in art,
49475203,Category:Whales in fiction,['Whale']
49735416,Tail sailing,"['Southern right whale', 'whale']"
52243894,Bubble net feeding,"['herring', 'Humpback whales', ""Bryde's whale"", 'baleen plates', 'krill', 'salmon']"
31823392,Category:Individual cetaceans,['cetacea']
53720250,Ethelbert (whale),"['Washougal', 'harpoon', 'Julius L. Meier', 'whaling', 'killer whale', 'State of Oregon', 'animal euthanasia', 'Columbia River', 'Supreme Court', 'Portland, Oregon', 'embalming fluid']"
